Region,Subregion,Country,Indicator,Year,Source,value
Europe,Northern Europe,United Kingdom (England and Wales),Homicide count,2004,SDG,779
Europe,Northern Europe,United Kingdom (Scotland),Homicide count,2004,SDG,137
Europe,Northern Europe,United Kingdom (England and Wales),Homicide rate,2004,SDG,1.5
Europe,Northern Europe,United Kingdom (Scotland),Homicide rate,2004,SDG,2.7
Europe,Northern Europe,Denmark,Homicide count,2005,CTS,53
Europe,Northern Europe,Estonia,Homicide count,2005,CTS,113
Europe,Northern Europe,Finland,Homicide count,2005,CTS,119
Europe,Northern Europe,Iceland,Homicide count,2005,CTS,3
Europe,Northern Europe,Latvia,Homicide count,2005,CTS,126
Europe,Northern Europe,Lithuania,Homicide count,2005,CTS,372
Europe,Northern Europe,Norway,Homicide count,2005,CTS,33
Europe,Northern Europe,United Kingdom (Northern Ireland),Homicide count,2005,CTS,31
Europe,Northern Europe,Denmark,Homicide rate,2005,CTS,1
Europe,Northern Europe,Estonia,Homicide rate,2005,CTS,8.3
Europe,Northern Europe,Finland,Homicide rate,2005,CTS,2.3
Europe,Northern Europe,Iceland,Homicide rate,2005,CTS,1
Europe,Northern Europe,Latvia,Homicide rate,2005,CTS,5.6
Europe,Northern Europe,Lithuania,Homicide rate,2005,CTS,11.1
Europe,Northern Europe,Norway,Homicide rate,2005,CTS,0.7
Europe,Northern Europe,United Kingdom (Northern Ireland),Homicide rate,2005,CTS,1.8
Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,Homicide count,2005,CTS Adjusted,834
Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,Homicide rate,2005,CTS Adjusted,1.4
Europe,Northern Europe,Sweden,Homicide count,2005,NCCP,83
Europe,Northern Europe,Sweden,Homicide rate,2005,NCCP,0.9
Europe,Northern Europe,Channel Islands,Homicide count,2005,NP,1
Europe,Northern Europe,Channel Islands,Homicide rate,2005,NP,0.7
Europe,Northern Europe,Ireland,Homicide count,2005,NSO,52
Europe,Northern Europe,Ireland,Homicide rate,2005,NSO,1.3
Europe,Northern Europe,United Kingdom (England and Wales),Homicide count,2005,SDG,708
Europe,Northern Europe,United Kingdom (Scotland),Homicide count,2005,SDG,95
Europe,Northern Europe,United Kingdom (England and Wales),Homicide rate,2005,SDG,1.3
Europe,Northern Europe,United Kingdom (Scotland),Homicide rate,2005,SDG,1.9
Europe,Northern Europe,Denmark,Homicide count,2006,CTS,29
Europe,Northern Europe,Estonia,Homicide count,2006,CTS,91
Europe,Northern Europe,Finland,Homicide count,2006,CTS,119
Europe,Northern Europe,Iceland,Homicide count,2006,CTS,0
Europe,Northern Europe,Latvia,Homicide count,2006,CTS,128
Europe,Northern Europe,Lithuania,Homicide count,2006,CTS,288
Europe,Northern Europe,Norway,Homicide count,2006,CTS,33
Europe,Northern Europe,United Kingdom (Northern Ireland),Homicide count,2006,CTS,30
Europe,Northern Europe,Denmark,Homicide rate,2006,CTS,0.5
Europe,Northern Europe,Estonia,Homicide rate,2006,CTS,6.7
Europe,Northern Europe,Finland,Homicide rate,2006,CTS,2.3
Europe,Northern Europe,Iceland,Homicide rate,2006,CTS,0
Europe,Northern Europe,Latvia,Homicide rate,2006,CTS,5.8
Europe,Northern Europe,Lithuania,Homicide rate,2006,CTS,8.7
Europe,Northern Europe,Norway,Homicide rate,2006,CTS,0.7
Europe,Northern Europe,United Kingdom (Northern Ireland),Homicide rate,2006,CTS,1.7
Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,Homicide count,2006,CTS Adjusted,860
Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,Homicide rate,2006,CTS Adjusted,1.4
Europe,Northern Europe,Sweden,Homicide count,2006,NCCP,91
Europe,Northern Europe,Sweden,Homicide rate,2006,NCCP,1
Europe,Northern Europe,Channel Islands,Homicide count,2006,NP,2
Europe,Northern Europe,Channel Islands,Homicide rate,2006,NP,1.3
Europe,Northern Europe,Ireland,Homicide count,2006,NSO,62
Europe,Northern Europe,Ireland,Homicide rate,2006,NSO,1.5
Europe,Northern Europe,United Kingdom (England and Wales),Homicide count,2006,SDG,710
Europe,Northern Europe,United Kingdom (Scotland),Homicide count,2006,SDG,120
Europe,Northern Europe,United Kingdom (England and Wales),Homicide rate,2006,SDG,1.3
Europe,Northern Europe,United Kingdom (Scotland),Homicide rate,2006,SDG,2.3
Europe,Northern Europe,Denmark,Homicide count,2007,CTS,39
Europe,Northern Europe,Estonia,Homicide count,2007,CTS,96
Europe,Northern Europe,Finland,Homicide count,2007,CTS,129
Europe,Northern Europe,Iceland,Homicide count,2007,CTS,2
Europe,Northern Europe,Latvia,Homicide count,2007,CTS,94
Europe,Northern Europe,Lithuania,Homicide count,2007,CTS,277
Europe,Northern Europe,Norway,Homicide count,2007,CTS,30
Europe,Northern Europe,United Kingdom (Northern Ireland),Homicide count,2007,CTS,29
Europe,Northern Europe,Denmark,Homicide rate,2007,CTS,0.7
Europe,Northern Europe,Estonia,Homicide rate,2007,CTS,7.1
Europe,Northern Europe,Finland,Homicide rate,2007,CTS,2.4
Europe,Northern Europe,Iceland,Homicide rate,2007,CTS,0.7
Europe,Northern Europe,Latvia,Homicide rate,2007,CTS,4.3
Europe,Northern Europe,Lithuania,Homicide rate,2007,CTS,8.5
Europe,Northern Europe,Norway,Homicide rate,2007,CTS,0.6
Europe,Northern Europe,United Kingdom (Northern Ireland),Homicide rate,2007,CTS,1.6
Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,Homicide count,2007,CTS Adjusted,873
Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,Homicide rate,2007,CTS Adjusted,1.4
Europe,Northern Europe,Sweden,Homicide count,2007,NCCP,111
Europe,Northern Europe,Sweden,Homicide rate,2007,NCCP,1.2
Europe,Northern Europe,Ireland,Homicide count,2007,NSO,78
Europe,Northern Europe,Ireland,Homicide rate,2007,NSO,1.8
Europe,Northern Europe,United Kingdom (England and Wales),Homicide count,2007,SDG,729
Europe,Northern Europe,United Kingdom (Scotland),Homicide count,2007,SDG,115
Europe,Northern Europe,United Kingdom (England and Wales),Homicide rate,2007,SDG,1.3
Europe,Northern Europe,United Kingdom (Scotland),Homicide rate,2007,SDG,2.2
Europe,Northern Europe,Denmark,Homicide count,2008,CTS,54
Europe,Northern Europe,Estonia,Homicide count,2008,CTS,86
Europe,Northern Europe,Finland,Homicide count,2008,CTS,133
Europe,Northern Europe,Iceland,Homicide count,2008,CTS,0
Europe,Northern Europe,Ireland,Homicide count,2008,CTS,51
Europe,Northern Europe,Latvia,Homicide count,2008,CTS,99
Europe,Northern Europe,Lithuania,Homicide count,2008,CTS,298
Europe,Northern Europe,Norway,Homicide count,2008,CTS,34
Europe,Northern Europe,United Kingdom (Northern Ireland),Homicide count,2008,CTS,24
Europe,Northern Europe,Denmark,Homicide rate,2008,CTS,1
Europe,Northern Europe,Estonia,Homicide rate,2008,CTS,6.4
Europe,Northern Europe,Finland,Homicide rate,2008,CTS,2.5
Europe,Northern Europe,Iceland,Homicide rate,2008,CTS,0
Europe,Northern Europe,Ireland,Homicide rate,2008,CTS,1.2
Europe,Northern Europe,Latvia,Homicide rate,2008,CTS,4.6
Europe,Northern Europe,Lithuania,Homicide rate,2008,CTS,9.3
Europe,Northern Europe,Norway,Homicide rate,2008,CTS,0.7
Europe,Northern Europe,United Kingdom (Northern Ireland),Homicide rate,2008,CTS,1.3
Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,Homicide count,2008,CTS Adjusted,762
Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,Homicide rate,2008,CTS Adjusted,1.2
Europe,Northern Europe,Sweden,Homicide count,2008,NCCP,82
Europe,Northern Europe,Sweden,Homicide rate,2008,NCCP,0.9
Europe,Northern Europe,Channel Islands,Homicide count,2008,NP,1
Europe,Northern Europe,Channel Islands,Homicide rate,2008,NP,0.6
Europe,Northern Europe,United Kingdom (England and Wales),Homicide count,2008,SDG,639
Europe,Northern Europe,United Kingdom (Scotland),Homicide count,2008,SDG,99
Europe,Northern Europe,United Kingdom (England and Wales),Homicide rate,2008,SDG,1.2
Europe,Northern Europe,United Kingdom (Scotland),Homicide rate,2008,SDG,1.9
Europe,Northern Europe,Denmark,Homicide count,2009,CTS,47
Europe,Northern Europe,Estonia,Homicide count,2009,CTS,70
Europe,Northern Europe,Finland,Homicide count,2009,CTS,120
Europe,Northern Europe,Iceland,Homicide count,2009,CTS,1
Europe,Northern Europe,Ireland,Homicide count,2009,CTS,53
Europe,Northern Europe,Latvia,Homicide count,2009,CTS,108
Europe,Northern Europe,Lithuania,Homicide count,2009,CTS,252
Europe,Northern Europe,Norway,Homicide count,2009,CTS,29
Europe,Northern Europe,United Kingdom (England and Wales),Homicide count,2009,CTS,595
Europe,Northern Europe,United Kingdom (Northern Ireland),Homicide count,2009,CTS,29
Europe,Northern Europe,Denmark,Homicide rate,2009,CTS,0.9
Europe,Northern Europe,Estonia,Homicide rate,2009,CTS,5.2
Europe,Northern Europe,Finland,Homicide rate,2009,CTS,2.2
Europe,Northern Europe,Iceland,Homicide rate,2009,CTS,0.3
Europe,Northern Europe,Ireland,Homicide rate,2009,CTS,1.2
Europe,Northern Europe,Latvia,Homicide rate,2009,CTS,5
Europe,Northern Europe,Lithuania,Homicide rate,2009,CTS,8
Europe,Northern Europe,Norway,Homicide rate,2009,CTS,0.6
Europe,Northern Europe,United Kingdom (England and Wales),Homicide rate,2009,CTS,1.1
Europe,Northern Europe,United Kingdom (Northern Ireland),Homicide rate,2009,CTS,1.6
Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,Homicide count,2009,CTS Adjusted,706
Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,Homicide rate,2009,CTS Adjusted,1.1
Europe,Northern Europe,Sweden,Homicide count,2009,NCCP,93
Europe,Northern Europe,Sweden,Homicide rate,2009,NCCP,1
Europe,Northern Europe,United Kingdom (Scotland),Homicide count,2009,SDG,82
Europe,Northern Europe,United Kingdom (Scotland),Homicide rate,2009,SDG,1.6
Europe,Northern Europe,Denmark,Homicide count,2010,CTS,42
Europe,Northern Europe,Estonia,Homicide count,2010,CTS,70
Europe,Northern Europe,Finland,Homicide count,2010,CTS,119
Europe,Northern Europe,Iceland,Homicide count,2010,CTS,2
Europe,Northern Europe,Ireland,Homicide count,2010,CTS,55
Europe,Northern Europe,Latvia,Homicide count,2010,CTS,70
Europe,Northern Europe,Lithuania,Homicide count,2010,CTS,219
Europe,Northern Europe,Norway,Homicide count,2010,CTS,29
Europe,Northern Europe,United Kingdom (Northern Ireland),Homicide count,2010,CTS,23
Europe,Northern Europe,United Kingdom (Scotland),Homicide count,2010,CTS,100
Europe,Northern Europe,Denmark,Homicide rate,2010,CTS,0.8
Europe,Northern Europe,Estonia,Homicide rate,2010,CTS,5.3
Europe,Northern Europe,Finland,Homicide rate,2010,CTS,2.2
Europe,Northern Europe,Iceland,Homicide rate,2010,CTS,0.6
Europe,Northern Europe,Ireland,Homicide rate,2010,CTS,1.2
Europe,Northern Europe,Latvia,Homicide rate,2010,CTS,3.3
Europe,Northern Europe,Lithuania,Homicide rate,2010,CTS,7
Europe,Northern Europe,Norway,Homicide rate,2010,CTS,0.6
Europe,Northern Europe,United Kingdom (Northern Ireland),Homicide rate,2010,CTS,1.3
Europe,Northern Europe,United Kingdom (Scotland),Homicide rate,2010,CTS,1.9
Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,Homicide count,2010,CTS Adjusted,756
Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,Homicide rate,2010,CTS Adjusted,1.2
Europe,Northern Europe,Sweden,Homicide count,2010,NCCP,91
Europe,Northern Europe,Sweden,Homicide rate,2010,NCCP,1
Europe,Northern Europe,Channel Islands,Homicide count,2010,NP,0
Europe,Northern Europe,Channel Islands,Homicide rate,2010,NP,0
Europe,Northern Europe,United Kingdom (England and Wales),Homicide count,2010,SDG,633
Europe,Northern Europe,United Kingdom (England and Wales),Homicide rate,2010,SDG,1.1
Europe,Northern Europe,Denmark,Homicide count,2011,CTS,46
Europe,Northern Europe,Estonia,Homicide count,2011,CTS,65
Europe,Northern Europe,Finland,Homicide count,2011,CTS,110
Europe,Northern Europe,Iceland,Homicide count,2011,CTS,3
Europe,Northern Europe,Ireland,Homicide count,2011,CTS,42
Europe,Northern Europe,Latvia,Homicide count,2011,CTS,69
Europe,Northern Europe,Lithuania,Homicide count,2011,CTS,211
Europe,Northern Europe,Norway,Homicide count,2011,CTS,111
Europe,Northern Europe,Sweden,Homicide count,2011,CTS,81
Europe,Northern Europe,United Kingdom (England and Wales),Homicide count,2011,CTS,526
Europe,Northern Europe,United Kingdom (Scotland),Homicide count,2011,CTS,93
Europe,Northern Europe,Denmark,Homicide rate,2011,CTS,0.8
Europe,Northern Europe,Estonia,Homicide rate,2011,CTS,4.9
Europe,Northern Europe,Finland,Homicide rate,2011,CTS,2
Europe,Northern Europe,Iceland,Homicide rate,2011,CTS,0.9
Europe,Northern Europe,Ireland,Homicide rate,2011,CTS,0.9
Europe,Northern Europe,Latvia,Homicide rate,2011,CTS,3.3
Europe,Northern Europe,Lithuania,Homicide rate,2011,CTS,6.8
Europe,Northern Europe,Norway,Homicide rate,2011,CTS,2.2
Europe,Northern Europe,Sweden,Homicide rate,2011,CTS,0.9
Europe,Northern Europe,United Kingdom (England and Wales),Homicide rate,2011,CTS,0.9
Europe,Northern Europe,United Kingdom (Scotland),Homicide rate,2011,CTS,1.8
Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,Homicide count,2011,CTS Adjusted,641
Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,Homicide rate,2011,CTS Adjusted,1
Europe,Northern Europe,Isle of Man,Homicide count,2011,NP,1
Europe,Northern Europe,Isle of Man,Homicide rate,2011,NP,1.2
Europe,Northern Europe,United Kingdom (Northern Ireland),Homicide count,2011,SDG,22
Europe,Northern Europe,United Kingdom (Northern Ireland),Homicide rate,2011,SDG,1.2
Europe,Northern Europe,Denmark,Homicide count,2012,CTS,47
Europe,Northern Europe,Estonia,Homicide count,2012,CTS,63
Europe,Northern Europe,Finland,Homicide count,2012,CTS,88
Europe,Northern Europe,Iceland,Homicide count,2012,CTS,1
Europe,Northern Europe,Ireland,Homicide count,2012,CTS,52
Europe,Northern Europe,Latvia,Homicide count,2012,CTS,70
Europe,Northern Europe,Lithuania,Homicide count,2012,CTS,202
Europe,Northern Europe,Norway,Homicide count,2012,CTS,27
Europe,Northern Europe,Sweden,Homicide count,2012,CTS,68
Europe,Northern Europe,United Kingdom (Northern Ireland),Homicide count,2012,CTS,21
Europe,Northern Europe,United Kingdom (Scotland),Homicide count,2012,CTS,63
Europe,Northern Europe,Denmark,Homicide rate,2012,CTS,0.8
Europe,Northern Europe,Estonia,Homicide rate,2012,CTS,4.8
Europe,Northern Europe,Finland,Homicide rate,2012,CTS,1.6
Europe,Northern Europe,Iceland,Homicide rate,2012,CTS,0.3
Europe,Northern Europe,Ireland,Homicide rate,2012,CTS,1.1
Europe,Northern Europe,Latvia,Homicide rate,2012,CTS,3.4
Europe,Northern Europe,Lithuania,Homicide rate,2012,CTS,6.6
Europe,Northern Europe,Norway,Homicide rate,2012,CTS,0.5
Europe,Northern Europe,Sweden,Homicide rate,2012,CTS,0.7
Europe,Northern Europe,United Kingdom (Northern Ireland),Homicide rate,2012,CTS,1.2
Europe,Northern Europe,United Kingdom (Scotland),Homicide rate,2012,CTS,1.2
Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,Homicide count,2012,CTS Adjusted,627
Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,Homicide rate,2012,CTS Adjusted,1
Europe,Northern Europe,Isle of Man,Homicide count,2012,NP,2
Europe,Northern Europe,Isle of Man,Homicide rate,2012,NP,2.4
Europe,Northern Europe,United Kingdom (England and Wales),Homicide count,2012,SDG,543
Europe,Northern Europe,United Kingdom (England and Wales),Homicide rate,2012,SDG,1
Europe,Northern Europe,Denmark,Homicide count,2013,CTS,48
Europe,Northern Europe,Estonia,Homicide count,2013,CTS,52
Europe,Northern Europe,Finland,Homicide count,2013,CTS,89
Europe,Northern Europe,Iceland,Homicide count,2013,CTS,1
Europe,Northern Europe,Ireland,Homicide count,2013,CTS,51
Europe,Northern Europe,Latvia,Homicide count,2013,CTS,50
Europe,Northern Europe,Lithuania,Homicide count,2013,CTS,198
Europe,Northern Europe,Norway,Homicide count,2013,CTS,46
Europe,Northern Europe,Sweden,Homicide count,2013,CTS,87
Europe,Northern Europe,United Kingdom (Northern Ireland),Homicide count,2013,CTS,20
Europe,Northern Europe,United Kingdom (Scotland),Homicide count,2013,CTS,62
Europe,Northern Europe,Denmark,Homicide rate,2013,CTS,0.9
Europe,Northern Europe,Estonia,Homicide rate,2013,CTS,3.9
Europe,Northern Europe,Finland,Homicide rate,2013,CTS,1.6
Europe,Northern Europe,Iceland,Homicide rate,2013,CTS,0.3
Europe,Northern Europe,Ireland,Homicide rate,2013,CTS,1.1
Europe,Northern Europe,Latvia,Homicide rate,2013,CTS,2.4
Europe,Northern Europe,Lithuania,Homicide rate,2013,CTS,6.6
Europe,Northern Europe,Norway,Homicide rate,2013,CTS,0.9
Europe,Northern Europe,Sweden,Homicide rate,2013,CTS,0.9
Europe,Northern Europe,United Kingdom (Northern Ireland),Homicide rate,2013,CTS,1.1
Europe,Northern Europe,United Kingdom (Scotland),Homicide rate,2013,CTS,1.2
Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,Homicide count,2013,CTS Adjusted,603
Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,Homicide rate,2013,CTS Adjusted,0.9
Europe,Northern Europe,Isle of Man,Homicide count,2013,NP,2
Europe,Northern Europe,Isle of Man,Homicide rate,2013,NP,2.4
Europe,Northern Europe,United Kingdom (England and Wales),Homicide count,2013,SDG,521
Europe,Northern Europe,United Kingdom (England and Wales),Homicide rate,2013,SDG,0.9
Europe,Northern Europe,Denmark,Homicide count,2014,CTS,74
Europe,Northern Europe,Estonia,Homicide count,2014,CTS,41
Europe,Northern Europe,Finland,Homicide count,2014,CTS,88
Europe,Northern Europe,Iceland,Homicide count,2014,CTS,2
Europe,Northern Europe,Ireland,Homicide count,2014,CTS,52
Europe,Northern Europe,Latvia,Homicide count,2014,CTS,64
Europe,Northern Europe,Lithuania,Homicide count,2014,CTS,159
Europe,Northern Europe,Norway,Homicide count,2014,CTS,29
Europe,Northern Europe,Sweden,Homicide count,2014,CTS,87
Europe,Northern Europe,United Kingdom (England and Wales),Homicide count,2014,CTS,510
Europe,Northern Europe,United Kingdom (Northern Ireland),Homicide count,2014,CTS,17
Europe,Northern Europe,United Kingdom (Scotland),Homicide count,2014,CTS,62
Europe,Northern Europe,Denmark,Homicide rate,2014,CTS,1.3
Europe,Northern Europe,Estonia,Homicide rate,2014,CTS,3.1
Europe,Northern Europe,Finland,Homicide rate,2014,CTS,1.6
Europe,Northern Europe,Iceland,Homicide rate,2014,CTS,0.6
Europe,Northern Europe,Ireland,Homicide rate,2014,CTS,1.1
Europe,Northern Europe,Latvia,Homicide rate,2014,CTS,3.2
Europe,Northern Europe,Lithuania,Homicide rate,2014,CTS,5.4
Europe,Northern Europe,Norway,Homicide rate,2014,CTS,0.6
Europe,Northern Europe,Sweden,Homicide rate,2014,CTS,0.9
Europe,Northern Europe,United Kingdom (England and Wales),Homicide rate,2014,CTS,0.9
Europe,Northern Europe,United Kingdom (Northern Ireland),Homicide rate,2014,CTS,0.9
Europe,Northern Europe,United Kingdom (Scotland),Homicide rate,2014,CTS,1.2
Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,Homicide count,2014,CTS Adjusted,589
Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,Homicide rate,2014,CTS Adjusted,0.9
Europe,Northern Europe,Isle of Man,Homicide count,2014,NP,3
Europe,Northern Europe,Isle of Man,Homicide rate,2014,NP,3.6
